# Sample Market Data CSV
# Format: Timestamp,Type,Symbol,BidPrice,BidQty,AskPrice,AskQty (for quotes)
# Format: Timestamp,Type,Symbol,Price,Qty (for trades)
# Timestamp can be in nanoseconds or HH:MM:SS.mmm format
#
# Symbols in this file (each has a distinct microstructure regime):
#   SYNTH1  ~101.25  liquid, mean-reverting, tight spread
#   SYNTH2  ~248.50  steady upward drift, moderate liquidity
#   SYNTH3   ~87.40  thin book, wide spreads, sparse prints
#   SYNTH4   ~34.20  volatile, heavily traded, one-tick spread
#   SYNTH5 ~1250.00  high-priced, small sizes, wide absolute spread
#
# Rows are sorted by timestamp across all symbols, as a consolidated feed
# would deliver them. Same-millisecond events occur and are intentional.
Timestamp,Type,Symbol,BidPrice,BidQty,AskPrice,AskQty,Price,Qty
09:30:11.255,Q,SYNTH1,101.24,325,101.25,275,,
09:30:11.606,Q,SYNTH4,34.23,1200,34.24,800,,
09:30:11.817,Q,SYNTH4,34.21,1100,34.22,600,,
09:30:12.424,Q,SYNTH1,101.25,400,101.27,150,,
09:30:12.476,Q,SYNTH5,1249.71,6,1250.03,30,,
09:30:12.840,Q,SYNTH2,248.47,125,248.51,225,,
09:30:12.840,T,SYNTH2,,,,,248.51,45
09:30:12.913,Q,SYNTH4,34.25,900,34.26,1100,,
09:30:13.074,Q,SYNTH1,101.26,375,101.27,250,,
09:30:13.545,T,SYNTH2,,,,,248.51,70
09:30:13.545,Q,SYNTH2,248.47,100,248.51,200,,
09:30:13.561,Q,SYNTH2,248.43,50,248.47,75,,
09:30:13.604,T,SYNTH1,,,,,101.26,25
09:30:14.044,Q,SYNTH3,87.37,50,87.45,5,,
09:30:14.342,Q,SYNTH2,248.45,225,248.49,250,,
09:30:14.354,Q,SYNTH5,1249.85,14,1250.18,12,,
09:30:14.359,T,SYNTH4,,,,,34.25,175
09:30:14.762,T,SYNTH4,,,,,34.25,500
09:30:14.862,Q,SYNTH4,34.23,400,34.24,400,,
09:30:15.735,Q,SYNTH1,101.25,200,101.27,125,,
09:30:16.505,Q,SYNTH2,248.43,75,248.48,100,,
09:30:16.944,Q,SYNTH4,34.21,200,34.22,600,,
09:30:16.944,T,SYNTH4,,,,,34.21,75
09:30:17.187,Q,SYNTH2,248.46,200,248.51,250,,
09:30:17.266,T,SYNTH1,,,,,101.27,40
09:30:17.944,Q,SYNTH1,101.25,325,101.26,275,,
09:30:18.235,Q,SYNTH4,34.23,300,34.24,700,,
09:30:18.323,Q,SYNTH4,34.23,1200,34.24,200,,
09:30:18.804,Q,SYNTH1,101.22,225,101.24,175,,
09:30:20.117,T,SYNTH1,,,,,101.24,130
09:30:20.760,T,SYNTH2,,,,,248.51,65
09:30:20.903,Q,SYNTH2,248.46,50,248.49,175,,
09:30:21.100,T,SYNTH2,,,,,248.46,75
09:30:21.742,Q,SYNTH5,1249.87,12,1250.23,24,,
09:30:21.858,Q,SYNTH2,248.47,225,248.52,150,,
09:30:21.912,Q,SYNTH2,248.46,225,248.49,250,,
09:30:22.213,Q,SYNTH1,101.22,100,101.23,375,,
09:30:22.728,Q,SYNTH3,87.35,35,87.47,5,,
09:30:22.815,Q,SYNTH4,34.21,400,34.22,300,,
09:30:22.829,Q,SYNTH1,101.23,225,101.24,175,,
09:30:23.160,Q,SYNTH1,101.22,400,101.23,350,,
09:30:23.880,Q,SYNTH4,34.19,700,34.20,700,,
09:30:24.894,Q,SYNTH2,248.45,125,248.48,250,,
09:30:25.369,Q,SYNTH2,248.45,250,248.49,150,,
09:30:25.602,T,SYNTH1,,,,,101.22,55
09:30:26.819,Q,SYNTH5,1250.20,11,1250.42,7,,
09:30:27.187,Q,SYNTH3,87.34,40,87.48,25,,
09:30:27.659,T,SYNTH5,,,,,1250.20,14
09:30:27.742,T,SYNTH4,,,,,34.20,500
09:30:27.743,Q,SYNTH4,34.19,800,34.20,1100,,
09:30:27.760,Q,SYNTH3,87.37,45,87.48,15,,
09:30:28.436,Q,SYNTH4,34.17,1000,34.18,1100,,
09:30:28.519,T,SYNTH2,,,,,248.47,65
09:30:29.035,Q,SYNTH1,101.21,100,101.22,400,,
09:30:29.120,Q,SYNTH4,34.19,600,34.20,600,,
09:30:29.262,T,SYNTH2,,,,,248.49,50
09:30:29.353,T,SYNTH1,,,,,101.21,125
09:30:29.364,Q,SYNTH5,1250.07,26,1250.36,2,,
09:30:29.434,T,SYNTH2,,,,,248.45,65
09:30:29.993,Q,SYNTH1,101.21,250,101.22,225,,
09:30:30.241,Q,SYNTH5,1250.17,23,1250.38,30,,
09:30:30.542,T,SYNTH2,,,,,248.45,80
09:30:30.780,T,SYNTH1,,,,,101.21,35
09:30:31.059,Q,SYNTH4,34.17,500,34.18,900,,
09:30:31.851,Q,SYNTH4,34.16,300,34.17,600,,
09:30:31.899,Q,SYNTH1,101.22,350,101.23,175,,
09:30:32.360,Q,SYNTH4,34.19,300,34.20,300,,
09:30:32.447,Q,SYNTH1,101.21,175,101.22,400,,
09:30:33.285,T,SYNTH1,,,,,101.21,55
09:30:33.438,T,SYNTH2,,,,,248.45,55
09:30:33.702,Q,SYNTH4,34.22,200,34.23,800,,
09:30:33.740,T,SYNTH4,,,,,34.22,425
09:30:33.873,Q,SYNTH3,87.37,55,87.50,30,,
09:30:34.062,T,SYNTH4,,,,,34.23,200
09:30:34.835,T,SYNTH4,,,,,34.23,175
09:30:35.100,T,SYNTH4,,,,,34.22,200
09:30:35.443,T,SYNTH1,,,,,101.22,65
09:30:35.526,Q,SYNTH2,248.56,225,248.59,50,,
09:30:36.797,Q,SYNTH2,248.57,250,248.62,75,,
09:30:36.964,Q,SYNTH4,34.12,800,34.13,500,,
09:30:37.230,Q,SYNTH4,34.12,300,34.13,800,,
09:30:37.230,Q,SYNTH4,34.14,500,34.15,700,,
09:30:37.282,Q,SYNTH2,248.57,250,248.61,50,,
09:30:37.714,T,SYNTH1,,,,,101.21,95
09:30:38.181,T,SYNTH5,,,,,1250.38,14
09:30:38.468,T,SYNTH1,,,,,101.21,95
09:30:38.592,Q,SYNTH1,101.23,250,101.24,100,,
09:30:39.714,T,SYNTH1,,,,,101.23,140
09:30:39.765,Q,SYNTH5,1249.92,19,1250.05,8,,
09:30:39.903,T,SYNTH1,,,,,101.24,65
09:30:40.279,Q,SYNTH2,248.58,225,248.60,225,,
09:30:40.729,Q,SYNTH2,248.57,75,248.60,175,,
09:30:40.873,Q,SYNTH1,101.21,150,101.23,325,,
09:30:40.946,Q,SYNTH1,101.21,375,101.22,375,,
09:30:41.065,T,SYNTH1,,,,,101.21,75
09:30:42.095,Q,SYNTH4,34.15,500,34.16,1200,,
09:30:42.728,T,SYNTH4,,,,,34.15,75
09:30:43.199,Q,SYNTH5,1249.65,1,1249.82,24,,
09:30:43.279,Q,SYNTH1,101.21,275,101.23,150,,
09:30:43.576,T,SYNTH1,,,,,101.23,30
09:30:43.607,Q,SYNTH2,248.57,100,248.60,75,,
09:30:44.974,Q,SYNTH2,248.61,175,248.64,225,,
09:30:45.031,Q,SYNTH4,34.15,600,34.16,1100,,
09:30:45.575,Q,SYNTH4,34.14,600,34.15,400,,
09:30:45.911,Q,SYNTH3,87.45,50,87.51,15,,
09:30:46.145,Q,SYNTH3,87.42,10,87.54,50,,
09:30:46.182,T,SYNTH1,,,,,101.23,105
09:30:46.407,Q,SYNTH4,34.13,1000,34.14,1200,,
09:30:46.704,T,SYNTH4,,,,,34.13,50
09:30:46.783,Q,SYNTH3,87.41,20,87.53,60,,
09:30:47.001,Q,SYNTH4,34.14,1200,34.15,500,,
09:30:47.133,T,SYNTH1,,,,,101.23,140
09:30:47.351,Q,SYNTH2,248.60,150,248.63,75,,
09:30:47.510,Q,SYNTH1,101.19,400,101.21,200,,
09:30:47.769,T,SYNTH4,,,,,34.14,475
09:30:48.500,T,SYNTH4,,,,,34.14,300
09:30:48.520,T,SYNTH2,,,,,248.60,25
09:30:48.715,Q,SYNTH1,101.18,350,101.19,375,,
09:30:48.727,Q,SYNTH1,101.16,250,101.18,150,,
09:30:48.779,Q,SYNTH1,101.16,400,101.17,275,,
09:30:49.702,Q,SYNTH1,101.16,150,101.17,275,,
09:30:50.157,Q,SYNTH1,101.15,150,101.16,300,,
09:30:50.377,Q,SYNTH2,248.59,250,248.62,75,,
09:30:50.597,T,SYNTH5,,,,,1249.65,5
09:30:51.096,Q,SYNTH5,1249.59,4,1249.98,16,,
09:30:51.346,T,SYNTH4,,,,,34.15,50
09:30:51.385,Q,SYNTH1,101.14,200,101.15,200,,
09:30:51.728,Q,SYNTH1,101.15,300,101.17,150,,
09:30:51.808,Q,SYNTH4,34.10,800,34.11,300,,
09:30:52.174,Q,SYNTH1,101.15,300,101.17,200,,
09:30:52.217,T,SYNTH1,,,,,101.16,55
09:30:52.722,T,SYNTH3,,,,,87.41,21
09:30:53.196,Q,SYNTH2,248.61,225,248.64,175,,
09:30:53.196,Q,SYNTH2,248.63,250,248.65,150,,
09:30:53.305,Q,SYNTH4,34.08,1000,34.09,600,,
09:30:53.738,Q,SYNTH4,34.10,600,34.11,600,,
09:30:53.846,T,SYNTH1,,,,,101.15,25
09:30:54.409,T,SYNTH4,,,,,34.11,275
09:30:54.572,Q,SYNTH2,248.64,100,248.69,225,,
09:30:54.714,T,SYNTH1,,,,,101.15,145
09:30:55.044,T,SYNTH2,,,,,248.64,25
09:30:55.389,Q,SYNTH4,34.10,800,34.11,900,,
09:30:55.398,Q,SYNTH2,248.67,200,248.71,150,,
09:30:55.398,T,SYNTH2,,,,,248.71,25
09:30:55.655,Q,SYNTH1,101.14,250,101.15,175,,
09:30:55.854,Q,SYNTH1,101.14,400,101.16,250,,
09:30:56.384,T,SYNTH2,,,,,248.67,50
09:30:56.837,T,SYNTH4,,,,,34.10,75
09:30:56.983,Q,SYNTH1,101.13,375,101.15,375,,
09:30:57.488,Q,SYNTH1,101.14,400,101.15,325,,
09:30:57.711,Q,SYNTH2,248.71,200,248.76,150,,
09:30:57.718,T,SYNTH1,,,,,101.14,40
09:30:57.867,Q,SYNTH1,101.16,225,101.18,275,,
09:30:57.884,T,SYNTH1,,,,,101.16,30
09:30:58.413,T,SYNTH1,,,,,101.17,115
09:30:58.431,T,SYNTH2,,,,,248.76,75
09:30:58.846,T,SYNTH4,,,,,34.10,375
09:30:59.457,Q,SYNTH2,248.69,50,248.73,200,,
09:30:59.477,Q,SYNTH2,248.71,200,248.73,125,,
09:30:59.546,T,SYNTH4,,,,,34.11,200
09:30:59.713,Q,SYNTH4,34.11,600,34.12,900,,
09:30:59.858,T,SYNTH4,,,,,34.11,300
09:31:01.334,Q,SYNTH1,101.17,350,101.19,250,,
09:31:01.822,T,SYNTH1,,,,,101.17,35
09:31:03.362,Q,SYNTH1,101.19,300,101.20,325,,
09:31:04.004,Q,SYNTH4,34.13,1100,34.14,800,,
09:31:04.020,Q,SYNTH1,101.18,175,101.19,125,,
09:31:04.097,Q,SYNTH5,1249.80,12,1249.94,6,,
09:31:06.256,Q,SYNTH2,248.69,175,248.73,175,,
09:31:06.423,Q,SYNTH4,34.13,500,34.14,400,,
09:31:06.562,Q,SYNTH5,1250.01,1,1250.17,30,,
09:31:06.787,Q,SYNTH4,34.12,800,34.13,600,,
09:31:07.607,Q,SYNTH1,101.21,275,101.22,175,,
09:31:07.639,Q,SYNTH5,1250.17,21,1250.43,29,,
09:31:07.690,Q,SYNTH2,248.70,100,248.75,75,,
09:31:08.036,T,SYNTH1,,,,,101.22,80
09:31:08.288,Q,SYNTH4,34.15,900,34.16,500,,
09:31:08.488,Q,SYNTH4,34.09,700,34.10,900,,
09:31:08.600,Q,SYNTH1,101.22,325,101.23,400,,
09:31:08.645,Q,SYNTH2,248.72,200,248.77,200,,
09:31:08.758,Q,SYNTH1,101.23,325,101.25,375,,
09:31:08.922,Q,SYNTH4,34.11,300,34.12,300,,
09:31:09.511,T,SYNTH4,,,,,34.11,500
09:31:09.912,T,SYNTH1,,,,,101.25,90
09:31:10.792,Q,SYNTH1,101.23,300,101.24,125,,
09:31:11.070,Q,SYNTH2,248.75,175,248.78,175,,
09:31:11.070,T,SYNTH2,,,,,248.75,35
09:31:11.191,Q,SYNTH4,34.12,1200,34.13,500,,
09:31:12.449,Q,SYNTH4,34.12,700,34.13,700,,
09:31:12.450,T,SYNTH5,,,,,1250.43,9
09:31:12.645,T,SYNTH1,,,,,101.24,120
09:31:12.732,T,SYNTH2,,,,,248.77,60
09:31:13.051,Q,SYNTH1,101.25,325,101.27,400,,
09:31:13.299,Q,SYNTH4,34.13,600,34.14,700,,
09:31:13.302,Q,SYNTH1,101.27,150,101.29,400,,
09:31:13.860,Q,SYNTH4,34.10,500,34.11,900,,
09:31:14.429,Q,SYNTH5,1250.11,28,1250.50,17,,
09:31:14.794,Q,SYNTH4,34.11,400,34.12,600,,
09:31:15.611,T,SYNTH5,,,,,1250.11,14
09:31:16.334,Q,SYNTH5,1250.37,12,1250.59,18,,
09:31:16.520,Q,SYNTH1,101.27,175,101.28,250,,
09:31:16.642,Q,SYNTH2,248.70,250,248.75,100,,
09:31:16.725,Q,SYNTH2,248.72,100,248.75,100,,
09:31:17.315,T,SYNTH2,,,,,248.72,70
09:31:17.495,T,SYNTH3,,,,,87.41,21
09:31:18.280,T,SYNTH2,,,,,248.72,40
09:31:19.877,Q,SYNTH1,101.27,150,101.29,275,,
09:31:19.983,Q,SYNTH2,248.71,75,248.75,225,,
09:31:19.983,Q,SYNTH2,248.75,225,248.78,250,,
09:31:20.558,Q,SYNTH1,101.26,325,101.28,225,,
09:31:21.492,Q,SYNTH1,101.26,225,101.27,225,,
09:31:21.659,Q,SYNTH1,101.27,250,101.29,125,,
09:31:21.659,T,SYNTH1,,,,,101.28,95
09:31:21.664,T,SYNTH4,,,,,34.11,250
09:31:22.273,Q,SYNTH4,34.09,700,34.10,200,,
09:31:22.376,Q,SYNTH2,248.75,100,248.79,50,,
09:31:22.855,Q,SYNTH4,34.09,800,34.10,600,,
09:31:22.899,Q,SYNTH1,101.29,375,101.31,150,,
09:31:23.072,Q,SYNTH1,101.28,400,101.30,175,,
09:31:23.293,Q,SYNTH4,34.14,200,34.15,600,,
09:31:23.471,Q,SYNTH5,1250.48,15,1250.78,17,,
09:31:23.474,Q,SYNTH1,101.29,350,101.31,250,,
09:31:23.554,Q,SYNTH4,34.18,400,34.19,200,,
09:31:23.554,Q,SYNTH4,34.19,900,34.20,900,,
09:31:23.854,T,SYNTH4,,,,,34.19,125
09:31:23.946,Q,SYNTH4,34.16,900,34.17,500,,
09:31:24.045,Q,SYNTH4,34.17,1200,34.18,300,,
09:31:25.412,Q,SYNTH1,101.30,225,101.32,400,,
09:31:25.571,Q,SYNTH2,248.76,250,248.78,50,,
09:31:26.523,T,SYNTH4,,,,,34.17,350
09:31:26.562,Q,SYNTH2,248.74,125,248.77,250,,
09:31:26.891,Q,SYNTH1,101.31,225,101.32,350,,
09:31:27.127,Q,SYNTH2,248.76,75,248.80,75,,
09:31:27.242,Q,SYNTH1,101.31,300,101.32,150,,
09:31:27.242,Q,SYNTH1,101.31,125,101.32,200,,
09:31:27.249,Q,SYNTH5,1250.65,7,1250.85,15,,
09:31:27.360,Q,SYNTH1,101.28,125,101.30,125,,
09:31:27.854,Q,SYNTH2,248.77,125,248.82,225,,
09:31:27.868,Q,SYNTH2,248.73,150,248.78,175,,
09:31:28.212,Q,SYNTH4,34.16,500,34.17,900,,
09:31:28.289,T,SYNTH2,,,,,248.73,35
09:31:28.472,Q,SYNTH2,248.75,50,248.79,250,,
09:31:28.668,Q,SYNTH2,248.78,75,248.81,175,,
09:31:28.783,Q,SYNTH2,248.77,75,248.80,125,,
09:31:29.276,T,SYNTH1,,,,,101.28,120
09:31:29.398,T,SYNTH2,,,,,248.77,80
09:31:29.604,T,SYNTH4,,,,,34.16,150
09:31:30.127,Q,SYNTH4,34.16,900,34.17,1200,,
09:31:30.957,T,SYNTH1,,,,,101.28,125
09:31:32.036,T,SYNTH4,,,,,34.17,350
09:31:32.113,Q,SYNTH4,34.15,1200,34.16,900,,
09:31:32.876,Q,SYNTH4,34.17,800,34.18,500,,
09:31:33.065,Q,SYNTH2,248.76,225,248.80,150,,
09:31:33.158,Q,SYNTH2,248.79,75,248.81,125,,
09:31:34.381,Q,SYNTH3,87.45,60,87.53,60,,
09:31:34.817,Q,SYNTH1,101.29,375,101.30,225,,
09:31:34.841,T,SYNTH1,,,,,101.29,95
09:31:35.271,Q,SYNTH1,101.30,375,101.31,275,,
09:31:35.294,Q,SYNTH1,101.28,225,101.30,100,,
09:31:35.710,Q,SYNTH1,101.28,150,101.30,375,,
09:31:36.747,Q,SYNTH5,1250.85,17,1251.11,6,,
09:31:37.517,Q,SYNTH1,101.29,375,101.30,100,,
09:31:37.663,Q,SYNTH4,34.15,400,34.16,600,,
09:31:37.813,Q,SYNTH5,1251.05,30,1251.21,18,,
09:31:38.381,Q,SYNTH4,34.16,1100,34.17,900,,
09:31:38.681,T,SYNTH2,,,,,248.81,40
09:31:39.080,T,SYNTH4,,,,,34.16,425
09:31:39.849,T,SYNTH2,,,,,248.79,65
09:31:40.060,Q,SYNTH2,248.75,250,248.79,250,,
09:31:40.134,T,SYNTH5,,,,,1251.05,1
09:31:40.341,Q,SYNTH1,101.28,325,101.30,300,,
09:31:41.145,T,SYNTH1,,,,,101.30,75
09:31:41.411,Q,SYNTH2,248.76,200,248.80,100,,
09:31:41.728,Q,SYNTH1,101.29,100,101.30,300,,
09:31:41.838,Q,SYNTH4,34.13,600,34.14,300,,
09:31:41.875,T,SYNTH4,,,,,34.14,50
09:31:42.809,T,SYNTH4,,,,,34.13,100
09:31:42.910,Q,SYNTH2,248.74,250,248.76,175,,
09:31:43.048,T,SYNTH2,,,,,248.75,75
09:31:43.103,T,SYNTH2,,,,,248.76,55
09:31:43.196,T,SYNTH1,,,,,101.29,50
09:31:43.552,T,SYNTH2,,,,,248.76,25
09:31:43.848,Q,SYNTH1,101.31,325,101.32,375,,
09:31:44.056,Q,SYNTH2,248.77,150,248.81,150,,
09:31:44.065,Q,SYNTH5,1250.84,3,1251.21,19,,
09:31:44.537,Q,SYNTH2,248.78,100,248.80,200,,
09:31:44.886,T,SYNTH2,,,,,248.80,75
09:31:45.778,T,SYNTH2,,,,,248.79,10
09:31:45.813,T,SYNTH1,,,,,101.31,110
09:31:45.864,Q,SYNTH2,248.79,250,248.83,75,,
09:31:45.864,Q,SYNTH2,248.80,225,248.83,250,,
09:31:46.729,T,SYNTH1,,,,,101.31,105
09:31:46.903,Q,SYNTH2,248.80,125,248.83,200,,
09:31:47.209,Q,SYNTH1,101.30,275,101.32,225,,
09:31:47.961,Q,SYNTH1,101.32,325,101.33,250,,
09:31:48.719,T,SYNTH1,,,,,101.32,150
09:31:49.666,Q,SYNTH2,248.85,75,248.88,75,,
09:31:49.688,T,SYNTH4,,,,,34.14,100
09:31:50.297,Q,SYNTH2,248.87,125,248.90,50,,
09:31:50.719,Q,SYNTH1,101.29,125,101.31,100,,
09:31:50.776,Q,SYNTH4,34.17,900,34.18,300,,
09:31:51.321,Q,SYNTH2,248.87,125,248.90,75,,
09:31:52.019,Q,SYNTH4,34.14,900,34.15,600,,
09:31:52.248,Q,SYNTH1,101.29,275,101.30,275,,
09:31:52.284,Q,SYNTH2,248.93,75,248.95,125,,
09:31:52.478,Q,SYNTH4,34.14,300,34.15,300,,
09:31:52.511,Q,SYNTH2,248.95,200,248.97,175,,
09:31:53.306,Q,SYNTH5,1250.79,18,1251.05,25,,
09:31:54.060,T,SYNTH2,,,,,248.97,10
09:31:54.278,Q,SYNTH2,248.96,100,249.00,225,,
09:31:54.741,T,SYNTH3,,,,,87.45,15
09:31:54.744,Q,SYNTH4,34.14,200,34.15,900,,
09:31:54.757,T,SYNTH4,,,,,34.15,275
09:31:54.973,T,SYNTH3,,,,,87.45,3
09:31:54.987,Q,SYNTH2,248.96,200,248.99,125,,
09:31:55.237,T,SYNTH3,,,,,87.53,19
09:31:55.242,T,SYNTH4,,,,,34.14,325
09:31:55.432,Q,SYNTH1,101.29,225,101.30,300,,
09:31:55.593,T,SYNTH2,,,,,248.96,70
09:31:55.742,Q,SYNTH1,101.28,325,101.30,250,,
09:31:55.755,Q,SYNTH2,248.98,50,249.02,150,,
09:31:55.761,Q,SYNTH1,101.28,100,101.30,350,,
09:31:56.134,T,SYNTH3,,,,,87.45,13
09:31:56.698,Q,SYNTH1,101.29,225,101.30,275,,
09:31:56.802,Q,SYNTH4,34.15,200,34.16,200,,
09:31:56.950,Q,SYNTH2,248.96,250,248.99,150,,
09:31:57.118,Q,SYNTH2,248.94,150,248.97,250,,
09:31:57.125,T,SYNTH1,,,,,101.30,30
09:31:57.141,Q,SYNTH1,101.29,300,101.30,275,,
09:31:57.320,T,SYNTH2,,,,,248.97,35
09:31:57.948,Q,SYNTH4,34.15,1100,34.16,800,,
09:31:58.086,Q,SYNTH4,34.14,200,34.15,1000,,
09:31:58.365,T,SYNTH1,,,,,101.30,35
09:31:58.529,Q,SYNTH2,248.94,225,248.99,200,,
09:31:58.540,Q,SYNTH4,34.12,500,34.13,1200,,
09:31:58.540,T,SYNTH4,,,,,34.13,300
09:31:58.797,Q,SYNTH2,248.90,75,248.95,50,,
09:31:58.953,Q,SYNTH5,1250.78,1,1251.14,29,,
09:31:58.966,Q,SYNTH2,248.90,125,248.93,75,,
09:31:59.031,Q,SYNTH5,1250.70,11,1250.89,4,,
09:31:59.031,T,SYNTH5,,,,,1250.89,13
09:31:59.051,Q,SYNTH2,248.89,125,248.91,250,,
09:32:00.163,Q,SYNTH1,101.29,200,101.30,275,,
09:32:00.455,Q,SYNTH1,101.29,325,101.31,200,,
09:32:00.597,T,SYNTH1,,,,,101.29,80
09:32:00.885,T,SYNTH4,,,,,34.12,275
09:32:01.479,Q,SYNTH4,34.11,900,34.12,600,,
09:32:02.523,T,SYNTH5,,,,,1250.89,1
09:32:02.607,Q,SYNTH1,101.29,225,101.30,300,,
09:32:02.657,Q,SYNTH1,101.28,350,101.30,400,,
09:32:02.804,T,SYNTH2,,,,,248.89,25
09:32:03.007,Q,SYNTH1,101.29,400,101.31,350,,
09:32:03.164,T,SYNTH4,,,,,34.12,350
09:32:03.251,Q,SYNTH1,101.28,250,101.30,200,,
09:32:03.902,T,SYNTH1,,,,,101.30,105
09:32:04.040,Q,SYNTH3,87.43,5,87.54,25,,
09:32:04.213,T,SYNTH1,,,,,101.28,75
09:32:04.650,T,SYNTH1,,,,,101.28,130
09:32:05.171,Q,SYNTH1,101.27,100,101.28,400,,
09:32:05.969,Q,SYNTH4,34.13,600,34.14,600,,
09:32:06.041,Q,SYNTH4,34.14,900,34.15,1000,,
09:32:06.058,Q,SYNTH3,87.49,20,87.62,40,,
09:32:06.263,T,SYNTH2,,,,,248.89,30
09:32:06.605,T,SYNTH3,,,,,87.62,21
09:32:06.763,Q,SYNTH2,248.86,175,248.88,200,,
09:32:06.798,Q,SYNTH1,101.26,225,101.27,350,,
09:32:06.912,T,SYNTH1,,,,,101.26,95
09:32:06.997,Q,SYNTH5,1251.02,9,1251.27,13,,
09:32:08.003,Q,SYNTH1,101.27,125,101.29,350,,
09:32:08.185,Q,SYNTH2,248.84,50,248.87,50,,
09:32:08.250,Q,SYNTH4,34.11,300,34.12,1000,,
09:32:08.346,T,SYNTH1,,,,,101.27,40
09:32:09.616,Q,SYNTH5,1250.86,17,1251.05,26,,
09:32:09.823,Q,SYNTH2,248.85,150,248.89,250,,
09:32:10.194,Q,SYNTH3,87.55,30,87.64,25,,
09:32:10.255,Q,SYNTH1,101.24,200,101.26,175,,
09:32:10.398,Q,SYNTH2,248.89,50,248.91,100,,
09:32:10.398,T,SYNTH2,,,,,248.91,40
09:32:10.659,Q,SYNTH4,34.14,1000,34.15,200,,
09:32:10.659,Q,SYNTH4,34.11,200,34.12,500,,
09:32:10.941,T,SYNTH2,,,,,248.89,60
09:32:11.151,T,SYNTH1,,,,,101.26,140
09:32:11.598,T,SYNTH1,,,,,101.25,70
09:32:13.225,Q,SYNTH5,1250.91,26,1251.11,1,,
09:32:13.431,Q,SYNTH2,248.92,75,248.94,150,,
09:32:13.800,Q,SYNTH4,34.13,500,34.14,600,,
09:32:13.859,Q,SYNTH1,101.24,300,101.25,100,,
09:32:14.184,Q,SYNTH1,101.24,125,101.25,175,,
09:32:14.383,Q,SYNTH4,34.14,1000,34.15,400,,
09:32:14.859,T,SYNTH1,,,,,101.24,110
09:32:15.369,Q,SYNTH3,87.51,30,87.65,15,,
09:32:15.468,Q,SYNTH1,101.21,225,101.23,175,,
09:32:15.566,Q,SYNTH4,34.16,1100,34.17,800,,
09:32:15.671,Q,SYNTH2,248.92,100,248.97,200,,
09:32:15.982,T,SYNTH4,,,,,34.16,175
09:32:16.464,T,SYNTH1,,,,,101.23,115
09:32:16.520,T,SYNTH1,,,,,101.21,60
09:32:17.024,T,SYNTH4,,,,,34.16,325
09:32:17.070,T,SYNTH3,,,,,87.51,5
